1|0|1|Hey guys, how's everyone doing?|2017-01-01 12:00:00
2|2|2|Can someone help me figure out why my fish are dying?|2017-01-02 12:00:00
3|0|1|My betta fish just built a bubble nest!|2017-01-03 12:00:00
4|1|5|Anyone else have experience with cichlid aggression?|2017-01-04 12:00:00
5|4|2|Has anyone tried using a UV sterilizer in their aquarium?|2017-01-05 12:00:00
6|6|7|Check out this amazing coral I just got!|2017-01-06 12:00:00
7|11|1|Does anyone have tips for breeding guppies?|2017-01-07 12:00:00
8|3|3|What's the best way to cycle a new tank?|2017-01-08 12:00:00
9|0|1|My guppy just gave birth to fry!|2017-01-09 12:00:00
10|2|2|Thanks for the help, my fish are doing much better now!|2017-01-10 12:00:00
11|5|5|Just added some new cichlids to my tank, they're stunning!|2017-01-11 12:00:00
12|4|4|Can anyone recommend a good salt mix for a reef tank?|2017-01-12 12:00:00
13|6|6|My plants are finally starting to grow in!|2017-01-13 12:00:00
14|10|2|Anyone have experience with treating ich?|2017-01-14 12:00:00
15|13|3|What kind of fish would be good in a community tank?|2017-01-15 12:00:00
16|0|1|Just got a new filter and my water is crystal clear!|2017-01-16 12:00:00
17|9|4|Has anyone used live sand in their saltwater tank?|2017-01-17 12:00:00
18|1|5|My cichlids just spawned!|2017-01-18 12:00:00
19|15|6|Does anyone have tips for pruning plants in a planted tank?|2017-01-19 12:00:00
20|20|8|I just got a new camera and can't wait to take some fish photos!|2017-01-20 12:00:00
21|2|2|My fish have been acting strange lately, any ideas why?|2017-01-21 12:00:00
22|4|4|Just picked up some new coral frags, they look great in my tank!|2017-01-22 12:00:00
23|6|7|Check out this video of a cuttlefish changing color!|2017-01-23 12:00:00
101|3|3|Anyone know where I can find some good driftwood for my tank?|2018-03-14 12:30:00
102|0|4|I've had good luck finding driftwood on Amazon!|2018-03-14 13:15:00
103|2|2|My filter is making a strange noise, any suggestions?|2018-03-15 09:45:00
104|14|2|Have you checked to see if it's clogged?|2018-03-15 10:00:00
105|11|1|What's everyone's favorite type of fish to keep?|2018-03-16 11:20:00
106|5|1|I love my betta fish, they have so much personality!|2018-03-16 11:30:00
107|13|3|Does anyone have any tips for maintaining a planted tank?|2018-03-17 14:45:00
108|6|3|I use a CO2 system to keep my plants healthy and vibrant|2018-03-17 15:00:00
109|19|4|What's the best type of substrate for a saltwater tank?|2018-03-18 08:30:00
110|0|4|I prefer to use live sand in my saltwater tanks, it helps maintain good bacteria levels!|2018-03-18 09:00:00
111|8|5|Who else loves keeping cichlids?|2018-03-19 10:00:00
112|12|5|I do! They have such unique personalities and behaviors|2018-03-19 10:15:00
113|15|6|Has anyone had success with keeping carpeting plants in their tanks?|2018-03-20 13:45:00
114|7|6|I have! I use a nutrient-rich substrate and CO2 to help them grow|2018-03-20 14:00:00
115|17|7|What's everyone's favorite marine animal to keep?|2018-03-21 11:30:00
116|4|7|I love keeping seahorses, they're so delicate and beautiful|2018-03-21 11:45:00
117|18|8|Anyone have any tips for taking great photos of their fish?|2018-03-22 09:30:00
118|10|8|I like to use a fast shutter speed to freeze the motion of the fish, and a shallow depth of field to blur the background|2018-03-22 09:45:00
119|0|1|Has anyone ever kept a pufferfish before?|2018-03-23 12:00:00
120|11|1|I have! They're such quirky and fun fish, but they can be a bit aggressive|2018-03-23 12:15:00
121|13|3|What's the best type of lighting to use for a planted tank?|2018-03-24 08:00:00
122|7|3|I recommend using LED lights, they're energy-efficient and can be programmed to simulate natural sunlight|2018-03-24 08:30:00
168|11|1|What's your favorite type of fish?|2019-12-23 07:23:12
169|3|1|I love bettas! I have a beautiful blue one.|2020-01-05 09:17:21
170|7|1|I prefer cichlids, especially African varieties. They have such unique personalities.|2020-01-09 18:12:45
171|13|1|I like guppies because they're easy to care for, but they still have a lot of personality.|2020-02-02 14:36:58
172|0|1|Has anyone tried breeding their fish? I'm thinking about trying to breed my gouramis.|2020-02-18 11:42:05
173|2|2|Hey everyone, I'm having trouble with my filter. It's making a lot of noise and not working well. Any ideas?|2020-02-20 19:57:34
174|14|2|Have you tried cleaning it? Sometimes debris can build up and cause issues.|2020-02-22 08:01:13
175|4|2|You might need a new filter. How old is it?|2020-02-23 14:27:50
176|6|2|You could also try adjusting the water flow to see if that helps.|2020-02-24 12:09:36
177|10|2|Thanks for the tips! I ended up getting a new filter and it's working much better now.|2020-02-26 09:18:27
178|3|2|That's great to hear! Glad we could help.|2020-02-27 17:22:09
179|19|3|I just added some new plants to my tank and they look great! Does anyone have any favorite plants to recommend?|2020-03-01 13:46:14
180|0|3|I love Java ferns, they're easy to care for and look great in a tank.|2020-03-03 09:27:52
181|2|3|I like anubias because they're hardy and can be tied to driftwood or rocks.|2020-03-05 18:03:27
182|9|3|Amazon sword plants are great for larger tanks, they can grow quite tall!|2020-03-08 12:09:31
183|1|4|Has anyone tried keeping seahorses before? They seem really interesting to me.|2020-03-10 15:18:02
184|8|4|Seahorses are really cool, but they can be a bit tricky to keep. You need to have a special setup for them.|2020-03-12 08:22:13
185|12|4|I've never kept seahorses, but I have some experience with other saltwater fish. Let me know if you need any advice!|2020-03-14 17:36:20
186|0|4|Thanks for the offer! I'll definitely keep that in mind if I decide to go for it.|2020-03-16 13:24:57
187|15|5|Anyone have any tips for keeping cichlids? I'm having trouble getting them to breed.|2020-03-18 10:24:32
188|11|1|Anyone have any tips for keeping neon tetras?|2020-03-19 00:00:00
189|5|1|I've found that keeping the water pH slightly acidic works best for them.|2020-03-20 00:00:00
190|0|1|Thanks for the advice! I'll give that a try.|2020-03-21 00:00:00
191|2|2|Can anyone help me troubleshoot my filter?|2020-03-22 00:00:00
192|14|2|What seems to be the problem?|2020-03-23 00:00:00
193|4|2|It's making a lot of noise and not filtering the water properly.|2020-03-24 00:00:00
194|6|2|You might want to check if it needs cleaning or if the impeller is broken.|2020-03-25 00:00:00
195|13|3|What's the best way to set up a planted tank?|2020-03-26 00:00:00
196|3|3|You'll want to use a substrate that's specifically designed for planted tanks and get the right lighting for the plants you choose.|2020-03-27 00:00:00
197|7|3|Also make sure you're fertilizing the plants correctly and keeping up with regular water changes.|2020-03-28 00:00:00
198|2|4|Anyone have experience with keeping a clownfish in a saltwater tank?|2020-03-29 00:00:00
199|0|4|I've had success with keeping a pair of clownfish in my tank. They're hardy and easy to care for.|2020-03-30 00:00:00
200|9|4|Just be careful not to keep them with any aggressive tankmates that might bully them.|2020-03-31 00:00:00
201|12|5|What's the best way to keep African cichlids?|2020-04-01 00:00:00
202|8|5|They need a lot of hiding places and rocks in their tank. And make sure you're feeding them a balanced diet.|2020-04-02 00:00:00
203|1|5|I've also found that keeping the water hardness high helps them thrive.|2020-04-03 00:00:00
204|0|6|What's the best type of lighting for a planted tank?|2020-04-04 00:00:00
205|15|6|It depends on the plants you're keeping, but generally you want to use a full-spectrum LED light with adjustable intensity.|2020-04-05 00:00:00
206|4|6|Thanks for the info! I'll look into getting one of those.|2020-04-06 00:00:00
207|6|7|Has anyone ever kept an octopus in their tank?|2020-04-07 00:00:00
208|16|7|Octopuses are incredibly intelligent and fascinating creatures, but they require a lot of special care and attention.|2020-04-08 00:00:00
209|7|3|Anyone here like cats or dogs?|2020-04-07 12:23:32
210|5|1|Hey everyone, how's your day going?|2020-04-08 00:00:00
211|4|2|Can anyone help me with a snail problem in my aquarium?|2020-04-09 00:00:00
212|10|2|Sure, what kind of snails are they?|2020-04-09 00:30:00
213|4|2|Mystery snails|2020-04-09 01:00:00
214|10|2|Are they eating your plants?|2020-04-09 01:30:00
215|4|2|Yes, they are destroying my plants|2020-04-09 02:00:00
216|10|2|You can try adding a few assassin snails to control the population|2020-04-09 02:30:00
217|4|2|Thanks, I'll try that!|2020-04-09 03:00:00
218|15|6|What's your favorite type of plant to add to your aquarium?|2020-04-10 00:00:00
219|0|6|I really like anubias nana, they add a nice touch to any tank|2020-04-10 00:30:00
220|15|6|I've never tried that before, maybe I'll have to give it a shot|2020-04-10 01:00:00
221|7|3|What are some good tank mates for angelfish?|2020-04-11 00:00:00
222|3|3|Corydoras catfish and neon tetras are good options|2020-04-11 00:30:00
223|7|3|Thanks, I'll look into that|2020-04-11 01:00:00
224|1|5|I just got a new cichlid, any tips on caring for it?|2020-04-12 00:00:00
225|8|5|What kind of cichlid is it?|2020-04-12 00:30:00
226|1|5|A yellow lab|2020-04-12 01:00:00
227|8|5|Make sure you keep the pH between 7.8 and 8.6|2020-04-12 01:30:00
228|1|5|Got it, thanks for the tip!|2020-04-12 02:00:00
229|18|8|What's your favorite lens for fish photography?|2020-04-13 00:00:00
230|20|8|I really like using a 50mm prime lens for close-up shots|2020-04-13 00:30:00
231|18|8|Interesting, I'll have to try that out sometime|2020-04-13 01:00:00
232|9|4|How often should I do water changes in my saltwater tank?|2020-04-14 00:00:00
233|9|6|Any advice on how to keep my plants looking healthy? I'm new to the planted tank game.|2022-11-23 14:12:57
234|0|1|I've been keeping fish for years and have learned so much, but I still love hearing about other people's experiences. Does anyone have a particularly interesting story to share?|2022-11-24 08:56:23
235|16|7|I just added some new fish to my reef tank and they're looking great! Anyone else have any recent additions to their marine tanks?|2022-11-25 11:07:31
236|12|5|Just wanted to share a photo of my gorgeous electric blue cichlid. Anyone else have any cool fish photos to share?|2022-11-27 13:28:44
237|17|7|I'm thinking about setting up a new aquarium soon, but I'm not sure what kind of fish I want to keep. Does anyone have any recommendations?|2022-11-29 09:43:12
238|8|2|My aquarium is experiencing some cloudy water. I've tried a water change and some filter floss, but it doesn't seem to be helping. Any advice?|2022-12-01 16:34:21
239|15|5|I recently added some live plants to my cichlid tank and they're doing great! I highly recommend giving it a try.|2022-12-03 09:18:59
240|6|2|Has anyone here had any experience with treating fin rot? I'm currently dealing with it in one of my fish.|2022-12-04 14:23:07
241|14|1|Just wanted to share that I successfully bred my betta fish for the first time! It was an amazing experience.|2022-12-06 10:57:45
242|3|3|I recently set up a new tropical tank and I'm loving the way it's coming together. Anyone else have a new tank setup to share?|2022-12-07 12:46:53
243|10|8|Just wanted to share a photo I took of my angelfish! I think it turned out pretty great.|2022-12-09 16:01:18
244|5|1|Hey everyone! I'm new to the group and just wanted to introduce myself. I'm excited to learn and share with all of you!|2022-12-11 09:07:02
245|9|6|I've been using CO2 in my planted tank for a while now and it's made a huge difference in my plant growth. Highly recommend!|2022-12-12 13:22:36
246|13|3|My cat knocked over my aquarium last night and I'm devastated. Anyone have any tips on how to salvage the situation?|2022-12-14 10:14:47
247|17|7|Just wanted to share a photo of my clownfish. They're such fascinating fish to watch!|2022-12-16 08:37:19
248|0|1|I recently started breeding guppies and it's been such a rewarding experience. Anyone else have any experience with breeding fish?|2022-12-17 15:29:52
249|11|5|My axolotls have been laying eggs like crazy lately! Anyone have any advice on raising axolotl babies?|2022-12-19 14:12:32
250|8|1|What's everyone's favorite type of fish to keep in a tank?|2023-03-23 08:20:10
251|3|3|I love keeping Angelfish in my tropical tank. They're so graceful!|2023-03-24 12:35:22
252|11|1|I'm a big fan of Betta fish. They come in such a variety of colors and are easy to care for.|2023-03-25 16:42:19
253|1|5|Anyone here have any experience with keeping Discus fish? They seem so delicate.|2023-03-26 09:15:05
254|10|6|Planted tanks are my favorite. The combination of lush greenery and colorful fish is unbeatable.|2023-03-27 14:01:11
255|2|2|My aquarium is having some algae problems. Any advice?|2023-03-28 11:50:09
256|7|4|If you're looking for a challenge, try keeping a reef tank. The variety of corals and invertebrates is amazing.|2023-03-29 18:10:15
257|12|3|I've had great luck keeping Gouramis in my tropical tank. They have so much personality.|2023-03-30 09:35:22
258|19|8|I love taking pictures of my fish. Anyone else have some great shots they want to share?|2023-03-31 14:20:05
259|18|5|Discus fish can be difficult to keep, but they are so beautiful. I have a breeding pair and they've been amazing.|2023-04-01 10:05:09
260|6|2|For algae problems, try reducing the amount of light your tank gets and increasing water changes.|2023-04-02 13:10:15
261|14|7|I'm thinking of starting a seahorse tank. Any advice on their care?|2023-04-03 09:35:22
262|4|4|Reef tanks are definitely a challenge, but the end result is worth it. Just be prepared for the cost.|2023-04-04 14:20:05
263|5|1|I've been keeping Guppies for years. They're a great beginner fish and come in so many colors.|2023-04-05 10:05:09
264|13|6|What are some good plants to keep in a planted tank that doesn't require too much light?|2023-04-06 13:10:15
265|9|3|I've had great success with keeping Rainbowfish in my tropical tank. They're active and colorful.|2023-04-07 09:35:22
266|16|7|Seahorses can be tricky to keep. Make sure to research their care thoroughly before starting a tank.|2023-04-08 14:20:05
267|15|5|Discus fish definitely require some extra attention, but they are so rewarding to keep. Mine have amazing colors.|2023-04-09 10:05:09
268|1|1|Welcome to Fish Talk!|2023-04-09 12:30:00
269|15|6|Hey everyone, I'm new to planted tanks. Any advice for a beginner?|2023-04-09 13:15:00
270|6|2|Anyone have experience with canister filters? I'm having some issues.|2023-04-09 14:00:00
271|3|3|I just upgraded to a larger tank and I'm considering getting some angelfish. Anyone have experience with them?|2023-04-09 15:00:00
272|9|4|Looking for some advice on setting up a reef tank. I'm new to saltwater and could use some pointers.|2023-04-10 10:00:00
273|20|8|Check out this photo I took of my betta fish! It's amazing what you can capture with a good camera.|2023-04-10 11:00:00
274|0|1|Does anyone have any tips for breeding guppies?|2023-04-10 12:00:00
275|10|5|My cichlids are starting to show signs of aggression. Any advice on how to calm them down?|2023-04-10 13:00:00
276|7|7|I recently added a sea anemone to my tank and it's been doing great! Just make sure you have good lighting and water quality.|2023-04-10 14:00:00
277|2|2|What do you guys think of LED lights for aquariums? Are they worth the investment?|2023-04-11 10:00:00
278|19|4|Just wanted to share some progress photos of my reef tank. It's come a long way since I first set it up!|2023-04-11 11:00:00
279|15|6|Thanks for all the advice on planted tanks! I've already seen some improvement.|2023-04-11 12:00:00
280|12|5|I think I may have overfed my cichlids. What's the best way to handle this?|2023-04-11 13:00:00
281|8|3|Anyone have any tips on keeping live plants in a tropical tank? I'm having trouble getting them to grow.|2023-04-11 14:00:00
282|1|1|Just a reminder to everyone to check your water levels and do your regular water changes!|2023-04-12 10:00:00
283|11|7|I'm thinking about adding a clownfish to my tank. Any advice on compatibility with other fish?|2023-04-12 11:00:00
284|4|8|Check out this awesome photo I took of my fish! I'm really proud of it.|2023-04-12 12:00:00
285|17|2|I've had good luck with LED lights in my tank. They're more expensive, but I think they're worth it.|2023-04-12 13:00:00
286|14|6|Has anyone tried using CO2 injection for their planted tanks? I'm considering it but not sure if it's worth the investment.|2023-04-12 14:00:00
288|13|4|What kind of lighting do you use for your saltwater tank?|2023-05-01 09:15:00
289|15|6|Has anyone tried using CO2 injection for their planted tank?|2023-05-01 10:05:00
290|8|1|Just got a new clownfish for my tank, it's so cute!|2023-05-01 10:20:00
291|11|3|Do you have any tips on breeding tropical fish?|2023-05-01 11:30:00
292|0|5|What kind of substrate do you recommend for cichlids?|2023-05-01 12:00:00
293|16|7|I just got back from a scuba diving trip and saw some amazing marine life|2023-05-01 12:45:00
294|17|7|Wow, that sounds incredible. What did you see down there?|2023-05-01 12:50:00
295|2|2|Can anyone recommend a good brand of aquarium heater?|2023-05-01 13:15:00
296|3|3|My guppies just had babies, they are so tiny and cute!|2023-05-01 14:20:00
297|19|4|Anyone else have a problem with algae in their saltwater tank?|2023-05-01 14:45:00
298|14|6|I just added some new plants to my tank, it looks so much better now!|2023-05-01 15:00:00
299|18|8|Does anyone have any tips for fish photography?|2023-05-01 16:10:00
300|7|1|I think my fish might be sick, can anyone help me diagnose the problem?|2023-05-01 16:30:00